id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates
1624982841808371713,@adrianabravist6 Todo politizado un verdadero vómito,2023-02-13T04:04:34+00:00,es,twitter,ali ibalo,@AliIbalo,"Madre de dos hermosos hijos,Anti k sincera sino te gusta lo que digo no me critiques,acepta mis opiniones,se respetar diferentes opiniones 😎",2015-04-22T02:09:37+00:00,243,444,9318,45196,Uruguay,UY,Bella Unión,Artigas,,"-30.27522, -57.6007"
1624979656880316416,@gabrieldifino @emi_messina Me dio ganas de vomitar este tw,2023-02-13T03:51:55+00:00,es,twitter,Angel Rolando Pandolfi,@AngeloS97938528,"Bolso a morir, lo demás es secundario",2018-09-02T23:01:39+00:00,48,637,3773,940,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624975132597821443,Hoy vomité hasta lo que comí hace un año JAJAJAJAJAJA fue el peor día :(,2023-02-13T03:33:56+00:00,es,twitter,Consuela Banana Hammock,@la_Mari_who_ana,"Yo, la flor marchita que de tanta agua salada se secaba y hoy ve el sol brillar ❤️‍🩹✨",2009-09-30T01:53:43+00:00,960,320,56801,869,Uruguay,UY,,,,"-33.0, -56.0"
1624971972143730692,"Lo mal que me siento, no dejo de vomitar",2023-02-13T03:21:23+00:00,es,twitter,Agustina Pérez,@agusspperez1891,Club Atlético Peñarol 💛🖤 21✨Pisciana ♓,2021-01-17T23:47:47+00:00,63,136,668,523,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624962217446604800,quiero vomitar,2023-02-13T02:42:37+00:00,es,twitter,claraa,@Cclaarkk,soy de acuario como @Harry_Styles y @Wos,2021-05-23T16:13:06+00:00,2132,2721,6807,59027,Uruguay,UY,,,,"-33.0, -56.0"
1624961344393953280,Quiero vomitar,2023-02-13T02:39:09+00:00,es,twitter,Bella 💫,@isa_bellaa1,"💎 🎀💎🎀   Laboratorio Clínico y FEnF: vi que todos ponen lo que estudian, capaz así llego al título",2013-10-16T16:05:34+00:00,2291,1718,75841,27054,Uruguay,UY,,,,"-33.0, -56.0"
1624959377479270403,"@KesmanAlberto Con la categoría que quieras, vemos la amarilla y verde y diarrea viene, pero bue, se clasificó a los dos objetivos y eso es bueno, después seguimos esperando que aparezcan jugadores como el negro jefe y los suyos, y nos dejemos de cagar! con estos brasileros",2023-02-13T02:31:20+00:00,es,twitter,fernando mario,@choldar,,2010-06-20T22:22:09+00:00,22,87,1346,374,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624958006403145731,q ganas d vomitar q asco el calor,2023-02-13T02:25:53+00:00,es,twitter,𝐜𝐮𝐚𝐭𝐫𝐨𝐜𝐡𝐢,@pazos_renaa,"m gusta el trap, los animalitos, comer y dormir",2022-08-23T21:33:58+00:00,77,61,1814,3109,Uruguay,UY,Belén,Salto,,"-30.78333, -57.78333"
1624953652443074561,"@florrmutio Yo detone el baño a vomito, podrán?",2023-02-13T02:08:35+00:00,es,twitter,.Apahornos.,@apahornos,"IG:apahornos 
Esto no es música es droga",2022-04-24T17:10:35+00:00,212,201,2152,7224,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556"
1624947228677664772,Veo a alfa y vomito,2023-02-13T01:43:04+00:00,es,twitter,Giovana López ✌,@Giovana10_lopez,🎮🎸⚽,2019-09-02T23:49:09+00:00,74,169,4043,30689,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624946667349737475,Q Ganas de vomitar,2023-02-13T01:40:50+00:00,es,twitter,santi rodriguez,@_santii17_,,2022-03-07T01:28:14+00:00,112,74,1018,3276,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1624946655186366465,"@jjbbMacMont Es bastante común que con la ola de calor , aparezca entre otras cosas, diarrea , también intelectuales ...phufff",2023-02-13T01:40:47+00:00,es,twitter,Oscar,@Oscarduro26,"Mi nombre será tierra y nada más, 
mi sangre sol , tu llanto luz,
semillas de la ingenua eternidad !",2021-08-19T21:05:51+00:00,405,529,2397,11861,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1624945210865090560,"*diarrea nerviosa*
#GranHermano #GH2022 #GH22 #GH2023 #GH23",2023-02-13T01:35:02+00:00,es,twitter,⭐ Die ⭐ go ⭐,@DiezYDie,"Bostero, Argentino. 40 años. ♎ Enamorado de @Mirokoalita. 14/07/17 #6Años 🐨
Vi a Messi Campeón Del Mundo.",2011-04-22T01:11:46+00:00,8642,7908,105981,10395,Uruguay,UY,Belén,Salto,,"-30.78333, -57.78333"
1624935607150469128,basta de traerme ese video de alfa y el pie porq vomito en 5,2023-02-13T00:56:53+00:00,es,twitter,emi,@wiseaitana,probablemente comentando un reality,2015-09-14T23:31:44+00:00,5029,514,221011,153660,Uruguay,UY,,,,"-33.0, -56.0"
1624935007482523648,Y arranqué con las nauseas,2023-02-13T00:54:30+00:00,es,twitter,𝚎𝚕𝚎 𝚋𝚎 🤍,@luciabpiriz,12.08.2001 📍Paysandú- Uruguay,2012-03-31T18:32:43+00:00,1145,345,38810,2406,Uruguay,UY,,,,"-33.0, -56.0"
1624926685350047746,@AleDeBarbieri Ojo con el hielo. Diarrea del viajero!,2023-02-13T00:21:26+00:00,es,twitter,César Martínez,@RengoStarrrr,Arengo,2014-02-06T21:08:18+00:00,438,762,2178,2334,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624925202760048643,Todo el día con nauseas pasó 🤢,2023-02-13T00:15:32+00:00,es,twitter,𝐻𝑢𝑎𝑖𝑟𝑎 ♡,@huairasilva16,𝘈 𝘷𝘪𝘥𝘢 𝘦́ 𝘥𝘢 𝘤𝘰𝘳 𝘲𝘶𝘦 𝘷𝘰𝘤𝘦̂ 𝘱𝘪𝘯𝘵𝘢 ✈  •𝘓𝘦𝘰𝘯𝘪𝘯𝘢 ♌︎ •𝘙𝘪́𝘰 𝘉𝘳𝘢𝘯𝘤𝘰  ᴸᴳᴮᵀ,2019-06-13T21:52:36+00:00,775,475,11523,12875,Uruguay,UY,,Cerro Largo,,"-32.33333, -54.33333"
1624922928000249863,Las ganas de vomitar(? Amigo lo peor https://t.co/NmXos9kelZ,2023-02-13T00:06:30+00:00,es,twitter,Romy.romy28🇺🇾,@RRomy28,🖤💛~ ♈,2021-03-07T01:39:03+00:00,68,124,2839,17889,Uruguay,UY,,,,"-33.0, -56.0"
1624921702168764416,"@Rubber_S0uls @GoldyRebirth @Duchess_Regina @ZowlOficial Oh, lamento si soné pesimista, pero no puedo hacerme el ciego para siemore cuando una sociedad le va mal; no es nada malvado ni irracional.
Mi país también es basura y ni te hablo de cuando estudiaba facultad; profes y alumnos tan lavados de cerebro que dan ganas de vomitar.",2023-02-13T00:01:38+00:00,es,twitter,FelizardFantasy,@FelizardFantasy,"⭐♂/24/🇺🇾⭐
📄ENG often/Anti-izquierdismo/Reseñador/Gamer/Seré escritor/Ateo/Dibujo poco y rt mucho/♥ hablar/☕🥜🍫🍕🍦 RULZ/Ejercito seguido/ENFP-T📄",2018-01-16T01:15:37+00:00,52,93,10992,8528,Uruguay,UY,,,,"-33.0, -56.0"
1624920264277430278,"@male_amarillo Si, pero hoy arrancó con vomitos y diarrea.",2023-02-12T23:55:55+00:00,es,twitter,Eduardo Regueira,@eduregueira,"Pediatra. Nacho, Mariana, Peñarol & Aguada",2010-07-07T18:37:55+00:00,29252,1256,26888,18830,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624887770941358082,"Jajaja ni en pedo chicos, vómito al imaginar https://t.co/fo0M6ybOZx",2023-02-12T21:46:48+00:00,es,twitter,Mártir del Tuiter,@juan_bagnasco,Fiel a Enrique Espert y a Francisco Casal || 81839 || Murguista.,2015-07-25T00:34:51+00:00,590,614,62203,15299,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624884605244391424,"#OlaDeCalor No digan que extrañan el frio solo por la ola, acordate cuando andabamos con el culo a 2 manos por la diarrea, engripados,no hay abrigo que alcanze y encima aquellos dias de humedad que la casa y muebles quedan hechos mierda,encima la ropa no seca, aguante #teamverano",2023-02-12T21:34:13+00:00,es,twitter,Yiyi 🪗🪶,@Yiyi5891,"Bienvenid@ ! 🤗
♑️
Memes y videos diarios solo para reir",2021-03-17T22:49:59+00:00,1612,3044,12302,82900,,,,,,
1624875197286293509,@daiflor13 Noooo vodka no que vomito ahrr,2023-02-12T20:56:50+00:00,es,twitter,NOE🦋🇺🇾,@noemiacervis,lali te amo🫶🏽 ✨22 años✨,2014-08-13T22:26:56+00:00,321,462,16934,16747,Uruguay,UY,,,,"-33.0, -56.0"
1624862264862945286,"llego a salir a caminar con este calor y m cago desmayando pq lo único q comi fue un yogurt y a los minutos lo vomite, mejor m quedo en mi camita con el aire 👍🏻",2023-02-12T20:05:27+00:00,es,twitter,bri 🩶,@bbritorress,all we need is love,2020-12-29T09:09:06+00:00,132,33,27020,36334,Uruguay,UY,Rafael Perazza,San José,,"-34.51972, -56.79889"
1624861121940271113,"@soylabagual No veo a los ATORRANTES de @FenapesUruguay decir algo, solo están para vomitar veneno, los sucios.",2023-02-12T20:00:54+00:00,es,twitter,Jose BILLARES,@53Jblanco,Mal genio pero buen tipo.,2013-03-08T10:37:29+00:00,351,203,47422,208,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624854948054806531,"...tratamos de poder llegar a los diagnósticos cuanto antes, porque todos ingresan muy mal, no podemos perder tiempo.

Aun no están fuera de peligro, están muy bajos de peso, con diarrea, no podemos empezar su plan de vacunación en estas condiciones, lo cual nos pone nerviosos,..",2023-02-12T19:36:22+00:00,es,twitter,Animales sin Hogar,@ASHcomUY,"Somos una ONG uruguaya que ampara a más de 2.000 animales, victimas de maltrato y abandono. Contacto: info@animalessinhogar.com.uy https://t.co/yYOaq8yO8l",2010-08-19T12:06:22+00:00,17734,744,21490,5348,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624854665224396802,"De los 5 que aun están peleando para salir adelante, llegaron con mucha diarrea y le hicimos un test para descartar enfermedades, dieron positivo a giardias, debemos de hacer un tratamiento con Metronidazol suspensión de uso humano o Toltrazol Plus de uso veterinario.",2023-02-12T19:35:15+00:00,es,twitter,Animales sin Hogar,@ASHcomUY,"Somos una ONG uruguaya que ampara a más de 2.000 animales, victimas de maltrato y abandono. Contacto: info@animalessinhogar.com.uy https://t.co/yYOaq8yO8l",2010-08-19T12:06:22+00:00,17734,744,21490,5348,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624830309698007041,"@brm59 @casiain1 Ya se, hago referencia a tu edad y es una falacia 🤡. Estudiar un poco antes de vomitar la ensalada mental que gobierna tus pensamientos, te daría un poquito de dignidad. Esa necesidad de pertenecer, chiquito...",2023-02-12T17:58:28+00:00,es,twitter,ProgressiveYorugua,@YoruguaPanda,"Constructivista, progresista, regulacionista y ambientalista. Apoyo a la justicia social e internacionalismo. Anti-ejército y anti-instituciones religiosas.",2011-11-13T23:35:26+00:00,1398,2646,14401,11720,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624825444166955008,Estoy a medio segundo de ponerme una vía y pasarme suero no puedo parar de vomitar,2023-02-12T17:39:08+00:00,es,twitter,Marti,@MartiToledo_,Enfermera y un par de cosas más,2011-08-13T22:37:35+00:00,1080,1524,76071,149885,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624823159760224256,"Hoy cuando digan que se va Alfa y se queda Romina, una mina que tiene dos hijas chiquitas que las abandonó (porque dinero le sobra) mucho mis hijas y bla bla bla pero las usó para ganar. ""Vida mejor para mis hijas"" sin vergüenza; debio ganar Thiago. Agárrare un balde para vomitar https://t.co/jixcLloFu0",2023-02-12T17:30:03+00:00,es,twitter,Carolina Duarte,@caroduarte04,"Los perros me caen mejor que las personas.
Solo digo lo que opino, no soy dueña de la verdad, pero es mi Twitter 🤷‍♀️ Así que si te ofendes, pierdes el tiempo.",2013-10-18T04:18:05+00:00,57,41,4103,1981,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624819388527394816,Vomito https://t.co/SkdKCFztxA,2023-02-12T17:15:04+00:00,es,twitter,Daniel Donia,@DoniaDaniel,,2018-08-08T22:36:02+00:00,295,504,15900,27817,Uruguay,UY,,,,"-33.0, -56.0"
1624810069941489664,@paulagedrez17 mmmm ganas de vomitar 🫣🤰🏻,2023-02-12T16:38:02+00:00,es,twitter,Sofi✨,@Sofiavargasvaz5,,2017-12-17T20:28:58+00:00,36,115,160,615,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624803548130058248,que no m vuelva a hablar porque vomito,2023-02-12T16:12:07+00:00,es,twitter,e,@fulltimekkk,,2022-01-31T06:47:34+00:00,107,242,7803,8988,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556"
1624789950448259072,Literalmente tomo un trago de agua y lo vomito 😒😒,2023-02-12T15:18:05+00:00,es,twitter,Pesce,@Pesce_2211,🤙🏽🤙🏽,2016-01-11T03:12:35+00:00,163,218,3978,3390,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1624789551020482570,"será que en invierno extrañaré los días despejados, pero jamás este calor infernal que me baja la presión y me hace vomitar de lo mal que me cae la comida",2023-02-12T15:16:30+00:00,es,twitter,astros,@cosmickiddo_,:D,2021-02-10T04:09:29+00:00,85,160,4523,9095,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95"
1624787811265028096,@Jiminlovely26 ya se te pasaron las ganas de vomitar?? me alegra q estes bien 💞,2023-02-12T15:09:35+00:00,es,twitter,🌱,@namiteamoo,— Namjoonista ; Only Army 🇦🇷⁷,2021-02-01T23:31:02+00:00,818,1084,18903,38721,Uruguay,UY,,,,"-33.0, -56.0"
1624787293994115072,"Wtf que me pasa, ayer dolor de cabeza y hoy ganas de vomitar",2023-02-12T15:07:32+00:00,es,twitter,Neo Castillo,@NeoCastii,,2022-02-13T19:36:49+00:00,609,78,4364,3766,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624784577620242434,"@Co_85 @RCPavanzado @Clarafermana De esta chica, algunos piensan que es maquillaje otros que es real. En mi opinión sea lo que sea me causa náuseas https://t.co/vbARweStn4",2023-02-12T14:56:44+00:00,es,twitter,✨,@rambaaal,"Stop, now think about it",2020-05-29T02:08:23+00:00,94,446,5097,52750,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624778190768963589,La primera vez que salgo y después vomito,2023-02-12T14:31:22+00:00,es,twitter,Paulillo,@Cristianpaulo00,🇺🇾,2021-10-21T04:17:25+00:00,151,148,3679,2691,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1624777119829045249,"@pablinjgonzalez @Palefeza @sebastian_865 Recomendas que pasemos por el vomité blanco?? O hay  del rejunte multi?? Y vos ✍️ del uso de la credencial?🤭
Cuando escriben de que agarren un 📖 y además usen el 🧠
👇👇👇👇🤣 https://t.co/qEuX5SH2Tz",2023-02-12T14:27:06+00:00,es,twitter,Eloisa Gonzalez,@EloisaG50903590,,2022-02-17T00:23:48+00:00,333,562,6866,8755,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624772940230189056,@ronald661747 @confin48 La Inés ubaldia da nauseas. Habría que ver si no está adherida a la comunista de pocitos,2023-02-12T14:10:30+00:00,es,twitter,5 a n t i,@furcinco,Del decano pentacampeón de América @oficialcap,2011-10-29T00:53:59+00:00,381,281,23359,38802,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624772131660742660,"@Jiminlovely26 deci ""am"" mientras te apretas la lengua con los labios, eso puede que te ayude a calmar las ganas de vomitar :(",2023-02-12T14:07:17+00:00,es,twitter,🌱,@namiteamoo,— Namjoonista ; Only Army 🇦🇷⁷,2021-02-01T23:31:02+00:00,818,1084,18903,38721,Uruguay,UY,,,,"-33.0, -56.0"
1624762329572208642,@Palefeza @sebastian_865 Mejor te recomiendo dejar de ir a los vomite a escuchar disparates y agarres un libro. Además espero que no tengas credencial.,2023-02-12T13:28:20+00:00,es,twitter,Pablo González 💙🤍❤️,@pablinjgonzalez,Cada cuál ve la realidad desde su ventana. Hincha y socio de Nacional,2021-04-13T01:17:54+00:00,218,490,10916,6268,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624752634891538432,"@yanilatorre Tranquila @yanilatorre, nosotros cuando te escuchamos hablar también creemos que vamos a vomitar, es solo la sensación, después se pasa.",2023-02-12T12:49:49+00:00,es,twitter,Ayee Gonzalez,@AyeeGonzalez15,Dulce Locura ♡,2017-09-09T23:30:14+00:00,8,52,24,98,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333"
1624751523581288448,quiero llorar y vomitar,2023-02-12T12:45:24+00:00,es,twitter,𝑪𝒖𝒂𝒓𝒕𝒐 𝒎𝒆𝒔.🫶🏻🇱🇻🩷,@abrillbelenn,"20

L10 SABE CUANTO PESA⭐⭐⭐
 Lanús🇱🇻 y DSC💜
Creadora del apodo Juguito Boggio🧃",2021-08-10T02:24:26+00:00,781,439,28267,50044,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95"
1624737509748899842,@OPetinatti ESTÁ ACOSTUMBRADO ESTE PELADO A REACCIONAR IGUAL... PRIMERO BAJAS LA MIRADA Y DESPUÉS SALÍS RAJANDO PORQUE NO TENES HUEVOS PARA MANTENER UNA CONVERSACIÓN DO PÚBLICO... EXPLICADO DE OTRA FORMA ESTÁS CON DIARREA ..VOS OPERASTE AÑOS PARA QUE ESTE PERSONAJE ESTE AHÍ,2023-02-12T11:49:43+00:00,es,twitter,Flavio Torres,@FlavioT33480091,52 años padre de Matteo,2018-02-25T17:18:26+00:00,38,203,1110,90,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624735062636867594,dormí menos de 5 hs y arranqué el día con ganas de vomitar,2023-02-12T11:39:59+00:00,es,twitter,•Isaa•,@isabel_pereiraa,festejar para sobrevivir ♌leonina,2019-02-26T05:06:28+00:00,496,292,5313,7937,Uruguay,UY,Carmelo,Colonia,,"-33.98917, -58.28556"
1624727843216187392,Que ganas de vomitar lpm,2023-02-12T11:11:18+00:00,es,twitter,Tαƚιαɳα 🦂,@fernandezzz_m,20•                                                        🥀,2019-09-17T23:38:33+00:00,164,161,10261,7144,Uruguay,UY,Las Piedras,Canelones,,"-34.72639, -56.22"
1624692752414920707,"me pasas Wos en el boliche, VOMITO",2023-02-12T08:51:52+00:00,es,twitter,TintoFrutilla,@TintoFrutilla,se mira y no se toca 👁,2010-09-08T00:55:29+00:00,292,478,3953,15579,Uruguay,UY,,,,"-33.0, -56.0"
1624691517418876928,m desperté y al toque fui a vomitar 😔,2023-02-12T08:46:57+00:00,es,twitter,bri 🩶,@bbritorress,all we need is love,2020-12-29T09:09:06+00:00,132,33,27020,36334,Uruguay,UY,Rafael Perazza,San José,,"-34.51972, -56.79889"
1624668007422205957,Espero te den los ovarios en decir “vomito” cuando la tengas enfrente en el programa https://t.co/vYpmS3P10v,2023-02-12T07:13:32+00:00,es,twitter,B0k&7@🎵🎶,@elbokitaok,DE BOCA COMO ROMAN 💙💛💙,2017-04-20T16:30:18+00:00,2091,3646,91004,67306,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95"
1624646449177698305,"@cinthifernandez @AngeldebritoOk Es tan desagradable Bal, que no me explico cómo las conquista. Mirá que estuvo con diosas eh! y él genera náuseas! Que no me jodan con que es un mago con el cunnilingus!!! Cualquiera es funcional ahí abajo! De sólo imaginar que me sude encima o abajo ese tipo, vomito 🤢",2023-02-12T05:47:52+00:00,es,twitter,Adriana Delsignore,@Adri_ladelsi,"Soy Abogada, Cocinera y Diseñadora de zuecos. Ah! y recholula!!!",2009-08-26T11:47:59+00:00,28,65,1156,3482,Uruguay,UY,,,,"-33.0, -56.0"
1624638142090289152,tengo ganas d vomitar de tan triste q estoy q asco,2023-02-12T05:14:52+00:00,es,twitter,P o l l y,@Ballefantome,sujeta a base de psicofarmácos,2019-02-05T01:15:57+00:00,151,212,3453,72847,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624632183678816257,algon: yo estoy joya *procede a vomitar*,2023-02-12T04:51:11+00:00,es,twitter,sol rodríguez 🦁,@solgrodriguezz,del Pincha y Bilardista como 7oda persona de bien🇦🇹 Campeones del mundo⭐️⭐️⭐️,2020-10-04T00:01:26+00:00,346,654,5255,91162,Uruguay,UY,Treinta y Tres,Treinta y Tres,,"-33.23333, -54.38333"
1624625663427608576,"Que asco la merca y quienes la consumen. No me importa que tan cercanx seas, si te veo durx automáticamente me das ganas de vomitar",2023-02-12T04:25:16+00:00,es,twitter,•x•,@XimeLopez05,,2018-11-12T22:39:00+00:00,315,319,13075,10348,Uruguay,UY,,,,"-33.0, -56.0"
1624615571122798592,"increíble que me genere náuseas ver algo de este loco, sobrepaso el límite",2023-02-12T03:45:10+00:00,es,twitter,Ale,@aletorrado12,📍🇪🇸,2013-02-26T20:38:04+00:00,259,617,20422,32494,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624611983180832768,"Les juro que quiero opinar desde el respeto pero acabo de vomitar la comida de una semana y estoy sufriendo una arritmia, sumado a la fiebre, hoy se les va Palito. Díganle a Reb que lo tqm y se cuide mucho él y Fénix.🤍",2023-02-12T03:30:55+00:00,es,twitter,ᴾᵃˡⁱᵗᵒ ᵈᵉ ᴼˡⁱᵛᵃⁿ'ᵗ ¹⁹ 🏹,@REBONITO_,"♪⋆ - 𝒜𝓃𝒹 𝓎𝑜𝓊 𝒹𝑒𝒸𝑜𝓇𝒶𝓉𝑒𝒹 𝓂𝓎 𝓁𝒾𝒻𝑒. 𝒞𝓇𝑒𝒶𝓉𝑒𝒹 𝒶 𝓌𝑜𝓇𝓁𝒹, 𝓌𝒽𝑒𝓇𝑒 𝒹𝓇𝑒𝒶𝓂𝓈 𝒶𝓇é 𝒶𝓅𝒶𝓇𝓉 - ⋆♪",2019-12-04T04:19:21+00:00,1768,1729,48206,68670,,,,,,
1624607822678745088,"@primademarcosgh Aclara enseguida que lo dice en el sentido que se habría caído, habría vomitado, etc",2023-02-12T03:14:23+00:00,es,twitter,Chancha Soltera,@murumu_,La única Uruguaya a la que se le vence la yerba y la mayonesa. Me levanto cada día con la esperanza de entender los recorridos del 181 y 183.,2012-02-12T04:50:48+00:00,363,586,7104,103934,Uruguay,UY,,,,"-33.0, -56.0"
1624607263145984000,"@GH2022_24HORAS Pongan el resto del video, ella aclara que lo dice en el sentido de que se hubiera caído, hubiera vomitado, etc",2023-02-12T03:12:09+00:00,es,twitter,Chancha Soltera,@murumu_,La única Uruguaya a la que se le vence la yerba y la mayonesa. Me levanto cada día con la esperanza de entender los recorridos del 181 y 183.,2012-02-12T04:50:48+00:00,363,586,7104,103934,Uruguay,UY,,,,"-33.0, -56.0"
1624605833953697792,"@nom0leste Ella aclaró que no lo decía por eso, dice que se hubiera caído, hubiera vomitado, en ese sentido lo dijo",2023-02-12T03:06:29+00:00,es,twitter,Chancha Soltera,@murumu_,La única Uruguaya a la que se le vence la yerba y la mayonesa. Me levanto cada día con la esperanza de entender los recorridos del 181 y 183.,2012-02-12T04:50:48+00:00,363,586,7104,103934,Uruguay,UY,,,,"-33.0, -56.0"
1624584127834890243,Ah no gente literal vomito ya mismo https://t.co/jxIHHW90BH,2023-02-12T01:40:14+00:00,es,twitter,geOrgina,@tuviejacontoc,,2019-07-25T00:06:07+00:00,257,320,4934,11746,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624578228177215489,Como odio las náuseas 🤮🤮🤮,2023-02-12T01:16:47+00:00,es,twitter,Gimenita🫀,@GimeriveSoy,insta: gimerive,2022-09-19T09:46:12+00:00,174,99,6052,1084,Uruguay,UY,Salto,Salto,,"-31.38333, -57.96667"
1624553951411507202,@asapcande2 NANKAKQKSN amiga yo casi vomito viendo todo eso,2023-02-11T23:40:19+00:00,es,twitter,bri 🩶,@bbritorress,all we need is love,2020-12-29T09:09:06+00:00,132,33,27020,36334,Uruguay,UY,Rafael Perazza,San José,,"-34.51972, -56.79889"
1624538901539954691,"@itzluchia literal,para peor ya vomite 5 veces en menos de una hora",2023-02-11T22:40:31+00:00,es,twitter,𝒜𝓏𝓊💙,@Azuufernandeezz,,2022-06-27T20:23:01+00:00,291,206,4012,12229,,,,,,
1624528361543401473,"Da ganas de vomitar. Es un espectáculo bochornoso. Pretender que todo está bien, cuando no paran de enchastrar al gobierno, es infame. https://t.co/ZQSfUFGbUR",2023-02-11T21:58:38+00:00,es,twitter,alberto carrasco,@alberto87905646,Intransigente lucha por la libertad. Contra todo totalitarismo y superstición religiosa o política del pensamiento único y el neo-marxismo cultural.,2019-10-24T22:14:16+00:00,1290,1109,51010,8516,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624508445398380544,@_AgusTr @pilikhair ojo no te vayas a vomitar en el 107 despues,2023-02-11T20:39:29+00:00,es,twitter,n’,@nnicoleee___,,2022-10-14T16:34:24+00:00,127,107,836,2099,,,,,,
1624489912211849218,"Los comentarios de esto me dan náuseas, no puede ser que sea 2023 y la gente siga siendo tan idiota en cuanto a la raza Pitbull, media pila me hacen quemar https://t.co/uP1sGyYkhz",2023-02-11T19:25:51+00:00,es,twitter,Ari de Aries,@Lunapisiosa,Me gusta peñarol y llorar por la faq,2019-09-19T21:11:54+00:00,35,34,1131,6152,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624482083459530753,"@edito_666 @rios_uy El 90% son sueldos.....este siempre es el problema! Cuando te enteras que de 100 pesos de Impuestos IMM 70% los pagas para sueldos inútiles, te vienen ganas de vomitar",2023-02-11T18:54:44+00:00,es,twitter,Stefano Casini,@stefanocasini4,"Periodista. Medios: RAI, CNN, Globo, El País, El Observador, Palabras Cruzadas y Frade COMPERMISO Radio Oriental. No discuto! Nada de fanatismos 🙏🇮🇹🇮🇹",2013-09-12T15:02:02+00:00,1989,1633,30148,3484,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1624472162777038851,@FJaegerArcade El after burner estuvo poco en el salón de arcade por qué alguno que otro le provocó náuseas y mareós,2023-02-11T18:15:19+00:00,es,twitter,Eduardo Llaco,@EduardoLlaco,Anime y videojuegos musica,2022-09-16T00:51:55+00:00,83,159,5960,25333,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95"
1624470371192692738,@friedmanntomas Pereira es una maldita rata comunista y todos sabemos que las diferencias no son sólo políticas. Da náuseas escucharlo hablar. Un verdadero bicho rastrero.,2023-02-11T18:08:12+00:00,es,twitter,Mariel Vero 🇺🇾,@mvero1409,,2013-02-24T18:57:52+00:00,368,515,4518,23659,Uruguay,UY,,,,"-33.0, -56.0"
1624466837869064193,"me acuerdo de un cumple de 15 q tuve cuando yo tenia 14, vomite todo el piso del salon dando la nota al mas desprolijo y al otro día la cumpleañera me puso “mi padre tenia razon no te tuve q haber invitado” jajajjja perdon bro",2023-02-11T17:54:09+00:00,es,twitter,p i u 👾,@federico_perini,,2015-06-04T15:09:30+00:00,1122,791,22455,20417,Uruguay,UY,Nueva Palmira,Colonia,,"-33.88333, -58.41667"
1624465309326274566,qué es eso me vomité encima https://t.co/vTmMWdL48w,2023-02-11T17:48:05+00:00,es,twitter,mai,@0800axi,"a veces twitteo en serio, a veces no. redacto con el culo",2020-10-12T19:15:37+00:00,476,484,1319,7880,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
